Glottocode,LanguageName,Phoneme,affiliation
khar1287,KHARIA,t̪ʰ,Austro-Asiatic
khar1287,KHARIA,t̠ʃ,Austro-Asiatic
khar1287,KHARIA,t̠ʃʰ,Austro-Asiatic
khar1287,KHARIA,ʈ,Austro-Asiatic
khar1287,KHARIA,ʈʰ,Austro-Asiatic
khar1287,KHARIA,u,Austro-Asiatic
khar1287,KHARIA,w,Austro-Asiatic
kiow1266,KIOWA,a̟,Kiowa-Tanoan
kiow1266,KIOWA,ã̟,Kiowa-Tanoan
kiow1266,KIOWA,a̟i,Kiowa-Tanoan
kiow1266,KIOWA,ã̟ĩ,Kiowa-Tanoan
kiow1266,KIOWA,b,Kiowa-Tanoan
kiow1266,KIOWA,d̪,Kiowa-Tanoan
kiow1266,KIOWA,d̪l̪,Kiowa-Tanoan
kiow1266,KIOWA,e̞,Kiowa-Tanoan
kiow1266,KIOWA,ẽ̞,Kiowa-Tanoan
kiow1266,KIOWA,ɡ,Kiowa-Tanoan
kiow1266,KIOWA,h,Kiowa-Tanoan
kiow1266,KIOWA,i,Kiowa-Tanoan
kiow1266,KIOWA,ĩ,Kiowa-Tanoan
kiow1266,KIOWA,j,Kiowa-Tanoan
kiow1266,KIOWA,k,Kiowa-Tanoan
kiow1266,KIOWA,kʰ,Kiowa-Tanoan
kiow1266,KIOWA,kʼ,Kiowa-Tanoan
kiow1266,KIOWA,m,Kiowa-Tanoan
kiow1266,KIOWA,n̪,Kiowa-Tanoan
kiow1266,KIOWA,o̞,Kiowa-Tanoan
kiow1266,KIOWA,õ̞,Kiowa-Tanoan
kiow1266,KIOWA,o̞i,Kiowa-Tanoan
kiow1266,KIOWA,õ̞ĩ,Kiowa-Tanoan
kiow1266,KIOWA,ɔ,Kiowa-Tanoan
kiow1266,KIOWA,ɔ̃,Kiowa-Tanoan
kiow1266,KIOWA,ɔi,Kiowa-Tanoan
kiow1266,KIOWA,ɔ̃ĩ,Kiowa-Tanoan
kiow1266,KIOWA,p,Kiowa-Tanoan
kiow1266,KIOWA,pʰ,Kiowa-Tanoan
kiow1266,KIOWA,pʼ,Kiowa-Tanoan
kiow1266,KIOWA,s,Kiowa-Tanoan
kiow1266,KIOWA,t̪,Kiowa-Tanoan
kiow1266,KIOWA,t̪ʰ,Kiowa-Tanoan
kiow1266,KIOWA,ts,Kiowa-Tanoan
kiow1266,KIOWA,tsʼ,Kiowa-Tanoan
kiow1266,KIOWA,t̪ʼ,Kiowa-Tanoan
kiow1266,KIOWA,u,Kiowa-Tanoan
kiow1266,KIOWA,ũ,Kiowa-Tanoan
kiow1266,KIOWA,ui,Kiowa-Tanoan
kiow1266,KIOWA,ũĩ,Kiowa-Tanoan
kiow1266,KIOWA,z,Kiowa-Tanoan
kiow1266,KIOWA,ʔ,Kiowa-Tanoan
kirg1245,KIRGHIZ,ɑ,Altaic
kirg1245,KIRGHIZ,b,Altaic
kirg1245,KIRGHIZ,d̪,Altaic
kirg1245,KIRGHIZ,ɛ,Altaic
kirg1245,KIRGHIZ,f,Altaic
kirg1245,KIRGHIZ,ɡ,Altaic
kirg1245,KIRGHIZ,ɢ,Altaic
kirg1245,KIRGHIZ,ɪ,Altaic
kirg1245,KIRGHIZ,ɨ̞,Altaic
kirg1245,KIRGHIZ,j,Altaic
kirg1245,KIRGHIZ,k,Altaic
kirg1245,KIRGHIZ,l,Altaic
kirg1245,KIRGHIZ,m,Altaic
kirg1245,KIRGHIZ,n,Altaic
kirg1245,KIRGHIZ,ŋ,Altaic
kirg1245,KIRGHIZ,o,Altaic
kirg1245,KIRGHIZ,ø,Altaic
kirg1245,KIRGHIZ,p,Altaic
kirg1245,KIRGHIZ,q,Altaic
kirg1245,KIRGHIZ,r,Altaic
kirg1245,KIRGHIZ,s,Altaic
kirg1245,KIRGHIZ,ʃ,Altaic
kirg1245,KIRGHIZ,t̪,Altaic
kirg1245,KIRGHIZ,ts,Altaic
kirg1245,KIRGHIZ,t̠ʃ,Altaic
kirg1245,KIRGHIZ,ʊ,Altaic
kirg1245,KIRGHIZ,x,Altaic
kirg1245,KIRGHIZ,y,Altaic
kirg1245,KIRGHIZ,z,Altaic
kirg1245,KIRGHIZ,β,Altaic
sout2949,SOUTHERN KIWAI,a,Trans-New Guinea
sout2949,SOUTHERN KIWAI,au,Trans-New Guinea
sout2949,SOUTHERN KIWAI,b,Trans-New Guinea
sout2949,SOUTHERN KIWAI,d̪|d,Trans-New Guinea
sout2949,SOUTHERN KIWAI,e̞,Trans-New Guinea
sout2949,SOUTHERN KIWAI,ɡ,Trans-New Guinea
sout2949,SOUTHERN KIWAI,i,Trans-New Guinea
sout2949,SOUTHERN KIWAI,k,Trans-New Guinea
sout2949,SOUTHERN KIWAI,m,Trans-New Guinea
sout2949,SOUTHERN KIWAI,n̪|n,Trans-New Guinea
sout2949,SOUTHERN KIWAI,o̞,Trans-New Guinea
sout2949,SOUTHERN KIWAI,o̞u,Trans-New Guinea
sout2949,SOUTHERN KIWAI,p,Trans-New Guinea
sout2949,SOUTHERN KIWAI,R̪|R,Trans-New Guinea
sout2949,SOUTHERN KIWAI,s̪|s,Trans-New Guinea
sout2949,SOUTHERN KIWAI,t̪|t,Trans-New Guinea
sout2949,SOUTHERN KIWAI,u,Trans-New Guinea
sout2949,SOUTHERN KIWAI,w,Trans-New Guinea
sout2949,SOUTHERN KIWAI,ʔ,Trans-New Guinea
khmu1256,KHMU?,a,Austro-Asiatic
khmu1256,KHMU?,aː,Austro-Asiatic
khmu1256,KHMU?,ɓ,Austro-Asiatic
khmu1256,KHMU?,c,Austro-Asiatic
khmu1256,KHMU?,cʰ,Austro-Asiatic
khmu1256,KHMU?,ɗ̪|ɗ,Austro-Asiatic
khmu1256,KHMU?,e,Austro-Asiatic
khmu1256,KHMU?,eː,Austro-Asiatic
khmu1256,KHMU?,ɛː,Austro-Asiatic
khmu1256,KHMU?,ɘː,Austro-Asiatic
khmu1256,KHMU?,ɜː,Austro-Asiatic
khmu1256,KHMU?,h,Austro-Asiatic
khmu1256,KHMU?,i,Austro-Asiatic
khmu1256,KHMU?,iː,Austro-Asiatic
khmu1256,KHMU?,ia,Austro-Asiatic
khmu1256,KHMU?,ɨː,Austro-Asiatic
khmu1256,KHMU?,ɨa,Austro-Asiatic
khmu1256,KHMU?,j,Austro-Asiatic
khmu1256,KHMU?,j̰,Austro-Asiatic
khmu1256,KHMU?,k,Austro-Asiatic
khmu1256,KHMU?,kʰ,Austro-Asiatic
khmu1256,KHMU?,l̪|l,Austro-Asiatic
khmu1256,KHMU?,m,Austro-Asiatic
khmu1256,KHMU?,n̪|n,Austro-Asiatic
khmu1256,KHMU?,ɲ,Austro-Asiatic
khmu1256,KHMU?,ŋ,Austro-Asiatic
khmu1256,KHMU?,o,Austro-Asiatic
khmu1256,KHMU?,oː,Austro-Asiatic
khmu1256,KHMU?,ɔː,Austro-Asiatic
khmu1256,KHMU?,p,Austro-Asiatic
khmu1256,KHMU?,pʰ,Austro-Asiatic
khmu1256,KHMU?,r̪|r,Austro-Asiatic
khmu1256,KHMU?,s̪|s,Austro-Asiatic
khmu1256,KHMU?,t̪|t,Austro-Asiatic
khmu1256,KHMU?,t̪ʰ|tʰ,Austro-Asiatic
khmu1256,KHMU?,u,Austro-Asiatic
khmu1256,KHMU?,uː,Austro-Asiatic
khmu1256,KHMU?,ua,Austro-Asiatic
khmu1256,KHMU?,w,Austro-Asiatic
khmu1256,KHMU?,w̰,Austro-Asiatic
khmu1256,KHMU?,ʔ,Austro-Asiatic
west2632,ACOMA,a̟,Keresan
west2632,ACOMA,ai,Keresan
west2632,ACOMA,au,Keresan
west2632,ACOMA,b,Keresan
west2632,ACOMA,cʰ,Keresan
west2632,ACOMA,cʼ,Keresan
west2632,ACOMA,ɕʼ,Keresan
west2632,ACOMA,d̪,Keresan
west2632,ACOMA,d̪z̪,Keresan
west2632,ACOMA,d̠ʒ,Keresan
west2632,ACOMA,ᴅ̪,Keresan
west2632,ACOMA,ᴅ̪̰,Keresan
west2632,ACOMA,ɖʐ,Keresan
west2632,ACOMA,e̞i,Keresan
west2632,ACOMA,e̞o̞,Keresan
west2632,ACOMA,ɛ,Keresan
west2632,ACOMA,ɡ,Keresan
west2632,ACOMA,h,Keresan
west2632,ACOMA,i,Keresan
west2632,ACOMA,iu,Keresan
west2632,ACOMA,ɨ,Keresan
west2632,ACOMA,ɨi,Keresan
west2632,ACOMA,j,Keresan
west2632,ACOMA,j̰,Keresan
west2632,ACOMA,ɟ,Keresan
west2632,ACOMA,kʰ,Keresan
west2632,ACOMA,kʼ,Keresan
west2632,ACOMA,m,Keresan
west2632,ACOMA,m̰,Keresan
west2632,ACOMA,n̪,Keresan
west2632,ACOMA,n̪̰,Keresan
west2632,ACOMA,pʰ,Keresan
west2632,ACOMA,pʼ,Keresan
west2632,ACOMA,s̪,Keresan
west2632,ACOMA,s̪ʼ,Keresan
west2632,ACOMA,ʂ,Keresan
west2632,ACOMA,ʂʼ,Keresan
west2632,ACOMA,ʃ,Keresan
west2632,ACOMA,t̪ʰ,Keresan
west2632,ACOMA,t̪s̪ʰ,Keresan
west2632,ACOMA,t̪s̪ʼ,Keresan
west2632,ACOMA,t̠ʃʰ,Keresan
west2632,ACOMA,t̠ʃʼ,Keresan
west2632,ACOMA,t̪ʼ,Keresan
west2632,ACOMA,ʈʂʰ,Keresan
west2632,ACOMA,ʈʂʼ,Keresan
west2632,ACOMA,u,Keresan
west2632,ACOMA,ui,Keresan
west2632,ACOMA,w,Keresan
west2632,ACOMA,w̰,Keresan
west2632,ACOMA,ʔ,Keresan
east2516,KEWA,a,Trans-New Guinea
east2516,KEWA,c,Trans-New Guinea
east2516,KEWA,e̞,Trans-New Guinea
east2516,KEWA,ɡ,Trans-New Guinea
east2516,KEWA,i,Trans-New Guinea
east2516,KEWA,j,Trans-New Guinea
east2516,KEWA,m,Trans-New Guinea
east2516,KEWA,mb,Trans-New Guinea
east2516,KEWA,n,Trans-New Guinea
east2516,KEWA,nd,Trans-New Guinea
east2516,KEWA,ɲ,Trans-New Guinea
east2516,KEWA,o̞,Trans-New Guinea
east2516,KEWA,ɸ,Trans-New Guinea
east2516,KEWA,ɺ,Trans-New Guinea
east2516,KEWA,ɾ,Trans-New Guinea
east2516,KEWA,s,Trans-New Guinea
east2516,KEWA,t,Trans-New Guinea
east2516,KEWA,u,Trans-New Guinea
east2516,KEWA,w,Trans-New Guinea
east2516,KEWA,x,Trans-New Guinea
teke1280,TEKE,a,Niger-Congo
teke1280,TEKE,b,Niger-Congo
teke1280,TEKE,bv,Niger-Congo
teke1280,TEKE,d,Niger-Congo
teke1280,TEKE,d̠ʒ,Niger-Congo
teke1280,TEKE,e̞,Niger-Congo
teke1280,TEKE,f,Niger-Congo
teke1280,TEKE,ɡ,Niger-Congo
teke1280,TEKE,h,Niger-Congo
teke1280,TEKE,i,Niger-Congo
teke1280,TEKE,ɪ,Niger-Congo
teke1280,TEKE,j,Niger-Congo
teke1280,TEKE,k,Niger-Congo
teke1280,TEKE,l,Niger-Congo
teke1280,TEKE,m,Niger-Congo
teke1280,TEKE,ɱ,Niger-Congo
teke1280,TEKE,n,Niger-Congo
teke1280,TEKE,ɲ,Niger-Congo
teke1280,TEKE,ŋ,Niger-Congo
teke1280,TEKE,o̞,Niger-Congo
teke1280,TEKE,p,Niger-Congo
teke1280,TEKE,pf,Niger-Congo
teke1280,TEKE,s,Niger-Congo
teke1280,TEKE,t,Niger-Congo
teke1280,TEKE,t̠ʃ,Niger-Congo
teke1280,TEKE,u,Niger-Congo
teke1280,TEKE,ʊ,Niger-Congo
teke1280,TEKE,w,Niger-Congo
klam1254,KLAMATH,a,Language isolate
klam1254,KLAMATH,b,Language isolate
klam1254,KLAMATH,cʰ,Language isolate
klam1254,KLAMATH,cʼ,Language isolate
klam1254,KLAMATH,d,Language isolate
klam1254,KLAMATH,e̞,Language isolate
klam1254,KLAMATH,ɡ,Language isolate
klam1254,KLAMATH,ɢ,Language isolate
klam1254,KLAMATH,h,Language isolate
klam1254,KLAMATH,i,Language isolate
klam1254,KLAMATH,j,Language isolate
klam1254,KLAMATH,j̥,Language isolate
klam1254,KLAMATH,j̰,Language isolate
klam1254,KLAMATH,ɟ,Language isolate
klam1254,KLAMATH,kʰ,Language isolate
klam1254,KLAMATH,kʼ,Language isolate
klam1254,KLAMATH,l,Language isolate
klam1254,KLAMATH,l̥,Language isolate
klam1254,KLAMATH,l̰,Language isolate
klam1254,KLAMATH,m,Language isolate
klam1254,KLAMATH,m̥,Language isolate
klam1254,KLAMATH,m̰,Language isolate
klam1254,KLAMATH,n,Language isolate
klam1254,KLAMATH,n̥,Language isolate
klam1254,KLAMATH,n̰,Language isolate
klam1254,KLAMATH,o̞,Language isolate
klam1254,KLAMATH,pʰ,Language isolate
klam1254,KLAMATH,pʼ,Language isolate
klam1254,KLAMATH,qʰ,Language isolate
klam1254,KLAMATH,qʼ,Language isolate
klam1254,KLAMATH,s,Language isolate
klam1254,KLAMATH,tʰ,Language isolate
klam1254,KLAMATH,tʼ,Language isolate
klam1254,KLAMATH,w,Language isolate
klam1254,KLAMATH,w̰,Language isolate
klam1254,KLAMATH,ʍ,Language isolate
klam1254,KLAMATH,ʔ,Language isolate
klao1243,KLAO,a,Niger-Congo
klao1243,KLAO,ã,Niger-Congo
klao1243,KLAO,b,Niger-Congo
klao1243,KLAO,cç,Niger-Congo
klao1243,KLAO,d̪|d,Niger-Congo
klao1243,KLAO,e,Niger-Congo
klao1243,KLAO,e̞,Niger-Congo
klao1243,KLAO,ẽ̞,Niger-Congo
klao1243,KLAO,ɛ,Niger-Congo
klao1243,KLAO,ɛ̃,Niger-Congo
klao1243,KLAO,f,Niger-Congo
klao1243,KLAO,ɡb,Niger-Congo
klao1243,KLAO,i,Niger-Congo
klao1243,KLAO,ĩ,Niger-Congo
klao1243,KLAO,ɟʝ,Niger-Congo
klao1243,KLAO,kp,Niger-Congo
klao1243,KLAO,o,Niger-Congo
klao1243,KLAO,o̞,Niger-Congo
klao1243,KLAO,õ̞,Niger-Congo
klao1243,KLAO,ɔ,Niger-Congo
klao1243,KLAO,ɔ̃,Niger-Congo
klao1243,KLAO,p,Niger-Congo
klao1243,KLAO,s̪|s,Niger-Congo
klao1243,KLAO,t̪|t,Niger-Congo
klao1243,KLAO,u,Niger-Congo
klao1243,KLAO,ũ,Niger-Congo
klao1243,KLAO,w,Niger-Congo
kwom1262,KWOMA,a,Sepik
kwom1262,KWOMA,e,Sepik
kwom1262,KWOMA,ɛ,Sepik
kwom1262,KWOMA,h,Sepik
kwom1262,KWOMA,i,Sepik
kwom1262,KWOMA,ɨ,Sepik
kwom1262,KWOMA,j,Sepik
kwom1262,KWOMA,k,Sepik
kwom1262,KWOMA,kʷ,Sepik
kwom1262,KWOMA,m,Sepik
kwom1262,KWOMA,mb,Sepik
kwom1262,KWOMA,mbʷ,Sepik
kwom1262,KWOMA,mʷ,Sepik
kwom1262,KWOMA,n,Sepik
kwom1262,KWOMA,nd,Sepik
kwom1262,KWOMA,n̠d̠ʒ,Sepik
kwom1262,KWOMA,ɲ,Sepik
kwom1262,KWOMA,ŋɡ,Sepik
kwom1262,KWOMA,ŋɡʷ,Sepik
kwom1262,KWOMA,o̞,Sepik
kwom1262,KWOMA,ɸ,Sepik
kwom1262,KWOMA,ɸʷ,Sepik
kwom1262,KWOMA,ɾ,Sepik
kwom1262,KWOMA,s,Sepik
kwom1262,KWOMA,ʃ,Sepik
kwom1262,KWOMA,t,Sepik
kwom1262,KWOMA,t̠ʃ,Sepik
kwom1262,KWOMA,u,Sepik
kwom1262,KWOMA,w,Sepik
kwom1262,KWOMA,ʔ,Sepik
kwom1262,KWOMA,β,Sepik
nort2641,KURDISH,aː,Indo-European
nort2641,KURDISH,ai,Indo-European
nort2641,KURDISH,au,Indo-European
nort2641,KURDISH,b,Indo-European
nort2641,KURDISH,d̪,Indo-European
nort2641,KURDISH,d̠ʒ,Indo-European
nort2641,KURDISH,e̞ː,Indo-European
nort2641,KURDISH,e̞i,Indo-European
nort2641,KURDISH,e̞u,Indo-European
nort2641,KURDISH,ə,Indo-European
nort2641,KURDISH,əi,Indo-European
nort2641,KURDISH,əu,Indo-European
nort2641,KURDISH,f,Indo-European
nort2641,KURDISH,ɡ,Indo-European
nort2641,KURDISH,ɣ,Indo-European
nort2641,KURDISH,ħ,Indo-European
nort2641,KURDISH,iː,Indo-European
nort2641,KURDISH,ɪ,Indo-European
nort2641,KURDISH,ɨ,Indo-European
nort2641,KURDISH,j,Indo-European
nort2641,KURDISH,k,Indo-European
nort2641,KURDISH,l̪|l,Indo-European
nort2641,KURDISH,lˤ,Indo-European
nort2641,KURDISH,m,Indo-European
nort2641,KURDISH,n̪,Indo-European
nort2641,KURDISH,ŋ,Indo-European
nort2641,KURDISH,o̞ː,Indo-European
nort2641,KURDISH,o̞i,Indo-European
nort2641,KURDISH,p,Indo-European
nort2641,KURDISH,q,Indo-European
nort2641,KURDISH,r̪|r,Indo-European
nort2641,KURDISH,ɾ̪|ɾ,Indo-European
nort2641,KURDISH,s̪,Indo-European
nort2641,KURDISH,sˤ,Indo-European
nort2641,KURDISH,ʃ,Indo-European
nort2641,KURDISH,t̪,Indo-European
nort2641,KURDISH,t̠ʃ,Indo-European
nort2641,KURDISH,uː,Indo-European
nort2641,KURDISH,ui,Indo-European
nort2641,KURDISH,ʊ,Indo-European
nort2641,KURDISH,v,Indo-European
nort2641,KURDISH,w,Indo-European
nort2641,KURDISH,x,Indo-European
nort2641,KURDISH,z̪,Indo-European
nort2641,KURDISH,ʒ,Indo-European
nort2641,KURDISH,ʔ,Indo-European
nort2641,KURDISH,ʕ,Indo-European
dera1248,KANAKURU,a,Afro-Asiatic
dera1248,KANAKURU,aː,Afro-Asiatic
dera1248,KANAKURU,b,Afro-Asiatic
dera1248,KANAKURU,b̰,Afro-Asiatic
dera1248,KANAKURU,d,Afro-Asiatic
dera1248,KANAKURU,d̰,Afro-Asiatic
dera1248,KANAKURU,e̞,Afro-Asiatic
dera1248,KANAKURU,e̞ː,Afro-Asiatic
dera1248,KANAKURU,ə,Afro-Asiatic
dera1248,KANAKURU,ɡ,Afro-Asiatic
dera1248,KANAKURU,i,Afro-Asiatic
dera1248,KANAKURU,iː,Afro-Asiatic
dera1248,KANAKURU,j,Afro-Asiatic
dera1248,KANAKURU,ɟ,Afro-Asiatic
dera1248,KANAKURU,k,Afro-Asiatic
dera1248,KANAKURU,l,Afro-Asiatic
dera1248,KANAKURU,ɮ,Afro-Asiatic
dera1248,KANAKURU,m,Afro-Asiatic
dera1248,KANAKURU,mb,Afro-Asiatic
dera1248,KANAKURU,n,Afro-Asiatic
dera1248,KANAKURU,nd,Afro-Asiatic
dera1248,KANAKURU,ɲ,Afro-Asiatic
dera1248,KANAKURU,ɲɟ,Afro-Asiatic
dera1248,KANAKURU,ŋ,Afro-Asiatic
dera1248,KANAKURU,ŋɡ,Afro-Asiatic
dera1248,KANAKURU,o̞,Afro-Asiatic
dera1248,KANAKURU,o̞ː,Afro-Asiatic
dera1248,KANAKURU,p,Afro-Asiatic
dera1248,KANAKURU,ɹ,Afro-Asiatic
dera1248,KANAKURU,ʃ,Afro-Asiatic
dera1248,KANAKURU,t,Afro-Asiatic
dera1248,KANAKURU,u,Afro-Asiatic
dera1248,KANAKURU,uː,Afro-Asiatic
dera1248,KANAKURU,ɰ,Afro-Asiatic
dera1248,KANAKURU,w,Afro-Asiatic
cent2050,KANURI,a,Nilo-Saharan
cent2050,KANURI,b,Nilo-Saharan
cent2050,KANURI,d,Nilo-Saharan
cent2050,KANURI,d̠ʒ,Nilo-Saharan
cent2050,KANURI,e̞,Nilo-Saharan
cent2050,KANURI,f,Nilo-Saharan
cent2050,KANURI,ɡ,Nilo-Saharan
cent2050,KANURI,h,Nilo-Saharan
cent2050,KANURI,i,Nilo-Saharan
cent2050,KANURI,ɨ,Nilo-Saharan
cent2050,KANURI,j,Nilo-Saharan
cent2050,KANURI,k,Nilo-Saharan
cent2050,KANURI,l,Nilo-Saharan
cent2050,KANURI,ɭ,Nilo-Saharan
cent2050,KANURI,m,Nilo-Saharan
cent2050,KANURI,n,Nilo-Saharan
cent2050,KANURI,ɲ,Nilo-Saharan
cent2050,KANURI,o̞,Nilo-Saharan
cent2050,KANURI,p,Nilo-Saharan
cent2050,KANURI,ɸ,Nilo-Saharan
cent2050,KANURI,ɾ,Nilo-Saharan
cent2050,KANURI,s,Nilo-Saharan
cent2050,KANURI,ʃ,Nilo-Saharan
cent2050,KANURI,t,Nilo-Saharan
cent2050,KANURI,t̠ʃ,Nilo-Saharan
cent2050,KANURI,u,Nilo-Saharan
cent2050,KANURI,w,Nilo-Saharan
cent2050,KANURI,z,Nilo-Saharan
cent2050,KANURI,ʔ,Nilo-Saharan
konk1267,KONKANI,a,Indo-European
konk1267,KONKANI,ã,Indo-European
konk1267,KONKANI,a̟,Indo-European
konk1267,KONKANI,ã̟,Indo-European
konk1267,KONKANI,b,Indo-European
konk1267,KONKANI,d̪,Indo-European
konk1267,KONKANI,dʑ,Indo-European
konk1267,KONKANI,ɖ,Indo-European
konk1267,KONKANI,e,Indo-European
konk1267,KONKANI,ẽ,Indo-European
konk1267,KONKANI,ə,Indo-European
konk1267,KONKANI,ə̃,Indo-European
konk1267,KONKANI,ɛ,Indo-European
konk1267,KONKANI,ɛ̃,Indo-European
konk1267,KONKANI,f,Indo-European
konk1267,KONKANI,ɡ,Indo-European
konk1267,KONKANI,h,Indo-European
konk1267,KONKANI,i,Indo-European
konk1267,KONKANI,ĩ,Indo-European
konk1267,KONKANI,j,Indo-European
konk1267,KONKANI,k,Indo-European
konk1267,KONKANI,l,Indo-European
konk1267,KONKANI,ɭ,Indo-European
konk1267,KONKANI,n,Indo-European
konk1267,KONKANI,o,Indo-European
konk1267,KONKANI,õ,Indo-European
konk1267,KONKANI,ɔ,Indo-European
konk1267,KONKANI,ɔ̃,Indo-European
konk1267,KONKANI,p,Indo-European
konk1267,KONKANI,ɾ,Indo-European
konk1267,KONKANI,s,Indo-European
konk1267,KONKANI,t̪,Indo-European
konk1267,KONKANI,tɕ,Indo-European
konk1267,KONKANI,ʈ,Indo-European
konk1267,KONKANI,u,Indo-European
konk1267,KONKANI,ũ,Indo-European
konk1267,KONKANI,w,Indo-European
kore1280,KOREAN,a,Language isolate
kore1280,KOREAN,æ,Language isolate
kore1280,KOREAN,e,Language isolate
kore1280,KOREAN,ɤ̞,Language isolate
kore1280,KOREAN,h,Language isolate
kore1280,KOREAN,i,Language isolate
kore1280,KOREAN,j,Language isolate
kore1280,KOREAN,k,Language isolate
kore1280,KOREAN,kʰ,Language isolate
kore1280,KOREAN,kˀ,Language isolate
kore1280,KOREAN,l,Language isolate
kore1280,KOREAN,m,Language isolate
kore1280,KOREAN,n̪,Language isolate
kore1280,KOREAN,ŋ,Language isolate
kore1280,KOREAN,o,Language isolate
kore1280,KOREAN,ø,Language isolate
kore1280,KOREAN,p,Language isolate
kore1280,KOREAN,pʰ,Language isolate
kore1280,KOREAN,pˀ,Language isolate
kore1280,KOREAN,s̪,Language isolate
kore1280,KOREAN,s̪ˀ,Language isolate
kore1280,KOREAN,t̪,Language isolate
kore1280,KOREAN,t̪ʰ,Language isolate
kore1280,KOREAN,t̠ʃ,Language isolate
kore1280,KOREAN,t̠ʃʰ,Language isolate
kore1280,KOREAN,t̠ʃˀ,Language isolate
kore1280,KOREAN,t̪ˀ,Language isolate
kore1280,KOREAN,u,Language isolate
kore1280,KOREAN,ɯ,Language isolate
kore1280,KOREAN,ɯi,Language isolate
kore1280,KOREAN,w,Language isolate
kore1280,KOREAN,y,Language isolate
kpan1246,KPAN,a,Niger-Congo
kpan1246,KPAN,ã,Niger-Congo
kpan1246,KPAN,b,Niger-Congo
kpan1246,KPAN,d,Niger-Congo
kpan1246,KPAN,dz,Niger-Congo
kpan1246,KPAN,ɛ,Niger-Congo
kpan1246,KPAN,ɛ̃,Niger-Congo
kpan1246,KPAN,f,Niger-Congo
kpan1246,KPAN,ɡ,Niger-Congo
kpan1246,KPAN,ɡb,Niger-Congo
kpan1246,KPAN,ɣ,Niger-Congo
kpan1246,KPAN,i,Niger-Congo
kpan1246,KPAN,ĩ,Niger-Congo
kpan1246,KPAN,j,Niger-Congo
kpan1246,KPAN,k,Niger-Congo
kpan1246,KPAN,kp,Niger-Congo
kpan1246,KPAN,mb,Niger-Congo
kpan1246,KPAN,nd,Niger-Congo
kpan1246,KPAN,ŋɡ,Niger-Congo
kpan1246,KPAN,ɔ,Niger-Congo
kpan1246,KPAN,ɔ̃,Niger-Congo
kpan1246,KPAN,p,Niger-Congo
kpan1246,KPAN,R,Niger-Congo
kpan1246,KPAN,s,Niger-Congo
kpan1246,KPAN,ʃ,Niger-Congo
kpan1246,KPAN,t,Niger-Congo
kpan1246,KPAN,ts,Niger-Congo
kpan1246,KPAN,u,Niger-Congo
kpan1246,KPAN,ũ,Niger-Congo
kpan1246,KPAN,v,Niger-Congo
kpan1246,KPAN,w,Niger-Congo
kpan1246,KPAN,x,Niger-Congo
kpan1246,KPAN,z,Niger-Congo
kpan1246,KPAN,ʒ,Niger-Congo
koho1244,SRE,a,Austro-Asiatic
koho1244,SRE,ɒ,Austro-Asiatic
koho1244,SRE,b,Austro-Asiatic
koho1244,SRE,ɓ,Austro-Asiatic
koho1244,SRE,c,Austro-Asiatic
koho1244,SRE,cʰ,Austro-Asiatic
koho1244,SRE,d,Austro-Asiatic
koho1244,SRE,ɗ,Austro-Asiatic
koho1244,SRE,e,Austro-Asiatic
koho1244,SRE,ɛ,Austro-Asiatic
koho1244,SRE,ɤ,Austro-Asiatic
koho1244,SRE,ɡ,Austro-Asiatic
koho1244,SRE,h,Austro-Asiatic
koho1244,SRE,i,Austro-Asiatic
koho1244,SRE,j,Austro-Asiatic
koho1244,SRE,ɟ,Austro-Asiatic
koho1244,SRE,k,Austro-Asiatic
koho1244,SRE,kʰ,Austro-Asiatic
koho1244,SRE,l,Austro-Asiatic
koho1244,SRE,m,Austro-Asiatic
koho1244,SRE,m̥,Austro-Asiatic
koho1244,SRE,n,Austro-Asiatic
koho1244,SRE,n̥,Austro-Asiatic
koho1244,SRE,ɲ,Austro-Asiatic
koho1244,SRE,ɲ̥,Austro-Asiatic
koho1244,SRE,ŋ,Austro-Asiatic
koho1244,SRE,o,Austro-Asiatic
koho1244,SRE,ɔ,Austro-Asiatic
koho1244,SRE,p,Austro-Asiatic
koho1244,SRE,pʰ,Austro-Asiatic
koho1244,SRE,s,Austro-Asiatic
koho1244,SRE,t,Austro-Asiatic
koho1244,SRE,tʰ,Austro-Asiatic
koho1244,SRE,u,Austro-Asiatic
koho1244,SRE,ɯ,Austro-Asiatic
koho1244,SRE,w,Austro-Asiatic
koho1244,SRE,ʔ,Austro-Asiatic
komi1268,KOMI,a,Uralic
komi1268,KOMI,b,Uralic
komi1268,KOMI,c,Uralic
komi1268,KOMI,ç,Uralic
komi1268,KOMI,cç,Uralic
komi1268,KOMI,d̪|d,Uralic
komi1268,KOMI,d̠ʒ,Uralic
komi1268,KOMI,e̞,Uralic
komi1268,KOMI,ə,Uralic
komi1268,KOMI,ɡ,Uralic
komi1268,KOMI,i,Uralic
komi1268,KOMI,j,Uralic
komi1268,KOMI,ʝ,Uralic
komi1268,KOMI,ɟ,Uralic
komi1268,KOMI,ɟʝ,Uralic
komi1268,KOMI,k,Uralic
komi1268,KOMI,l̪|l,Uralic
komi1268,KOMI,ʎ,Uralic
komi1268,KOMI,m,Uralic
komi1268,KOMI,n̪|n,Uralic
komi1268,KOMI,ɲ,Uralic
komi1268,KOMI,o,Uralic
komi1268,KOMI,p,Uralic
